date,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson
2019-10-05,3,24,1,0,0
2019-10-06,3,24,1,0,0
2019-10-07,3,24,1,0,2
2019-10-08,5,24,3,0,2
2019-10-09,4,24,2,0,3
2019-10-10,4,24,2,0,3
2019-10-11,4,23,2,0,3
2019-10-12,4,23,2,0,3
2019-10-13,4,23,2,0,3
2019-10-14,4,22,2,0,4
2019-10-15,3,22,2,0,0
2019-10-16,4,22,2,0,0
2019-10-17,4,22,2,0,0
2019-10-18,12,22,2,0,0
2019-10-19,12,22,2,0,0
2019-10-20,12,22,2,0,0
2019-10-21,12,22,2,0,1
2019-10-22,12,22,2,0,1
2019-10-23,12,22,2,0,1
2019-10-24,13,21,2,0,0
2019-10-25,13,21,2,0,0
2019-10-26,13,21,2,0,0
2019-10-27,13,21,2,0,0
2019-10-28,14,21,2,0,0
2019-10-29,13,20,2,0,1
2019-10-30,12,20,2,0,1
2019-10-31,12,20,3,0,1
2019-11-01,12,9,3,0,1
2019-11-02,12,9,3,0,1
2019-11-03,12,9,3,0,1
2019-11-04,12,7,3,0,1
2019-11-05,12,7,3,0,0
2019-11-06,5,17,3,0,0
2019-11-07,3,19,3,0,0
2019-11-08,3,19,3,0,0
2019-11-09,3,19,3,0,0
2019-11-10,3,19,3,0,0
2019-11-11,3,19,3,0,0
2019-11-12,3,19,4,0,1
2019-11-13,3,19,4,0,1
2019-11-14,3,20,4,0,1
2019-11-15,3,20,4,0,1
2019-11-16,3,20,4,0,1
2019-11-17,3,20,4,0,1
2019-11-18,3,20,4,0,0
2019-11-19,4,19,4,0,0
2019-11-20,4,19,4,0,0
2019-11-21,4,19,4,0,1
2019-11-22,4,19,4,0,1
2019-11-23,4,19,4,0,1
2019-11-24,4,19,4,0,1
2019-11-25,4,19,5,0,3
2019-11-26,4,19,5,0,3
2019-11-27,4,19,5,0,3
2019-11-28,4,19,5,0,3
2019-11-29,3,19,5,0,2
2019-11-30,3,19,5,0,2
2019-12-01,3,19,5,0,2
2019-12-02,2,19,5,0,3
2019-12-03,3,18,4,0,3
2019-12-04,3,18,4,0,1
2019-12-05,3,20,4,0,1
2019-12-06,3,20,4,0,1
2019-12-07,3,20,4,0,1
2019-12-08,3,20,4,0,1
2019-12-09,3,20,4,0,1
2019-12-10,2,20,4,0,2
2019-12-11,2,20,4,0,3
2019-12-12,2,20,4,0,3
2019-12-13,2,16,3,0,3
2019-12-14,2,16,3,0,3
2019-12-15,2,16,3,0,3
2019-12-16,2,16,3,0,3
2019-12-17,3,16,3,0,3
2019-12-18,3,16,3,0,0
2019-12-19,3,15,3,0,4
2019-12-20,3,15,3,0,4
2019-12-21,3,15,4,0,4
2019-12-22,3,15,4,0,4
2019-12-23,4,15,4,0,4
2019-12-24,4,15,4,0,4
2019-12-25,4,15,4,0,4
2019-12-26,4,15,4,0,3
2019-12-27,4,15,4,0,3
2019-12-28,4,15,4,0,3
2019-12-29,4,15,4,0,3
2019-12-30,4,15,4,0,3
2019-12-31,4,15,4,0,3
2020-01-01,4,15,4,0,3
2020-01-02,4,15,4,0,2
2020-01-03,4,15,4,0,2
2020-01-04,4,15,4,0,2
2020-01-05,4,15,2,0,2
2020-01-06,4,15,2,0,2
2020-01-07,4,15,2,0,2
2020-01-08,4,15,2,0,2
2020-01-09,10,15,2,0,2
2020-01-10,9,15,1,0,2
2020-01-11,9,15,1,0,2
2020-01-12,9,15,1,0,2
2020-01-13,9,15,1,0,2
2020-01-14,9,15,1,0,0
2020-01-15,9,15,1,0,0
2020-01-16,8,15,1,0,0
2020-01-17,8,15,1,0,0
2020-01-18,8,15,1,0,0
2020-01-19,8,15,1,0,0
2020-01-20,8,15,1,0,0
2020-01-21,8,15,1,0,0
2020-01-22,8,15,1,0,0
2020-01-23,8,15,1,0,0
2020-01-24,9,15,1,0,0
2020-01-25,9,15,1,0,0
2020-01-26,9,15,1,0,0
2020-01-27,10,15,1,0,0
2020-01-28,10,15,1,0,0
2020-01-29,9,19,1,0,0
2020-01-30,5,27,1,0,0
2020-01-31,4,27,1,0,0
2020-02-01,5,27,1,0,0
2020-02-02,5,27,1,0,0
2020-02-03,5,27,1,0,0
2020-02-04,5,27,1,0,0
2020-02-05,4,27,1,0,1
2020-02-06,3,27,1,0,1
2020-02-07,3,27,1,0,1
2020-02-08,3,27,1,0,1
2020-02-09,3,27,1,0,1
2020-02-10,3,27,1,0,2
2020-02-11,4,26,1,0,2
2020-02-12,4,26,1,0,3
2020-02-13,4,26,1,0,3
2020-02-14,4,26,1,0,3
2020-02-15,4,26,1,0,3
2020-02-16,4,26,1,0,3
2020-02-17,4,26,1,0,5
2020-02-18,4,26,1,0,5
2020-02-19,3,17,2,0,3
2020-02-20,3,16,2,0,4
2020-02-21,3,15,2,0,4
2020-02-22,3,15,2,0,4
2020-02-23,3,15,2,0,4
2020-02-24,3,15,2,0,4
2020-02-25,3,15,2,0,3
2020-02-26,4,15,2,0,1
2020-02-27,4,15,2,0,1
2020-02-28,4,15,2,0,1
2020-02-29,4,15,2,0,1
2020-03-01,4,15,2,0,1
2020-03-02,4,15,2,0,1
2020-03-03,4,36,4,0,2
2020-03-04,3,36,4,0,2
2020-03-05,3,24,4,0,3
2020-03-06,3,24,4,0,3
2020-03-07,3,24,4,0,3
2020-03-08,3,24,4,0,2
2020-03-09,4,24,4,0,1
2020-03-10,3,24,4,0,1
2020-03-11,3,24,4,0,0
2020-03-12,2,24,4,0,0
2020-03-13,2,24,4,0,0
2020-03-14,2,24,4,0,0
2020-03-15,2,24,4,0,0
2020-03-16,2,24,4,0,0
2020-03-17,2,24,4,0,0
2020-03-18,2,24,4,0,0
2020-03-19,1,24,4,0,0
2020-03-20,1,24,4,0,0
2020-03-21,1,24,4,0,0
2020-03-22,1,24,4,0,0
2020-03-23,2,24,4,0,0
2020-03-24,2,24,4,0,0
2020-03-25,2,24,4,0,0
2020-03-26,2,24,4,0,0
2020-03-27,2,22,4,0,0
2020-03-28,2,22,4,0,0
2020-03-29,2,22,4,0,0
2020-03-30,3,22,4,0,0
2020-03-31,2,22,4,0,0
2020-04-01,2,22,4,0,0
2020-04-02,2,22,3,0,0
2020-04-03,2,22,3,0,0
2020-04-04,2,22,3,0,0
2020-04-05,2,22,3,0,0
2020-04-06,2,22,3,0,0
2020-04-07,2,22,3,0,0
2020-04-08,2,22,3,0,0
2020-04-09,2,22,3,0,0
2020-04-10,2,22,3,0,0
2020-04-11,2,22,3,0,0
2020-04-12,2,22,3,0,0
2020-04-13,2,22,3,0,0
2020-04-14,2,22,3,0,0
2020-04-15,2,21,3,0,0
2020-04-16,2,21,3,0,0
2020-04-17,2,21,3,0,0
2020-04-18,2,21,3,0,0
2020-04-19,2,19,3,0,0
2020-04-20,2,19,3,0,0
2020-04-21,2,19,2,0,0
2020-04-22,2,19,3,0,0
2020-04-23,2,19,3,0,0
2020-04-24,2,19,3,0,0
2020-04-25,2,19,3,0,0
2020-04-26,2,19,3,0,0
2020-04-27,2,19,3,0,0
2020-04-28,2,19,3,0,0
2020-04-29,1,4,2,0,0
2020-04-30,1,4,2,0,0
2020-05-01,1,0,1,0,0
2020-05-02,1,0,1,0,0
2020-05-03,1,0,1,0,0
2020-05-04,1,0,1,0,0
2020-05-05,1,0,1,0,0
2020-05-06,1,0,1,0,0
2020-05-07,1,0,1,0,0
2020-05-08,1,0,1,0,0
2020-05-09,1,0,1,0,0
2020-05-10,1,0,1,0,0
2020-05-11,1,0,1,0,0
2020-05-12,1,0,1,0,0
2020-05-13,1,0,0,0,0
2020-05-14,1,0,0,0,0
2020-05-15,1,0,0,0,0
2020-05-16,1,0,0,0,0
2020-05-17,1,0,0,0,0
2020-05-18,1,0,0,0,0
2020-05-19,1,0,0,0,0
2020-05-20,1,0,0,0,0
2020-05-21,1,0,0,0,0
2020-05-22,1,0,0,0,0
2020-05-23,1,0,0,0,0
2020-05-24,1,0,0,0,0
2020-05-25,1,0,0,0,0
2020-05-26,1,0,0,0,0
2020-05-27,1,0,0,0,0
2020-05-28,1,0,0,0,0
2020-05-29,1,0,0,0,0
2020-05-30,1,0,0,0,0
2020-05-31,1,0,0,0,0
