link,text
https://www.prisonpolicy.org/scans/sentencingproject/incarcerated_women_and_girls_1980_2016.pdf,"Incarcerated Women and Girls, 1980-2016"
https://storage.googleapis.com/vera-web-assets/downloads/Publications/for-the-record-unjust-burden/legacy_downloads/for-the-record-unjust-burden-racial-disparities.pdf,An Unjust Burden:
https://www.prisonpolicy.org/scans/vera/Using-Compassionate-Release-to-Address-the-Growth-of-Aging-and-Infirm-Prison-Populations-Full-Report.pdf,Aging Out:
https://incarceratedworkers.org/sites/default/files/resource_file/iwoc_report_04-18_final.pdf,Cruel and Usual:
https://www.prisonpolicy.org/scans/juvenile_justice_initiative/JJI-Detention-Report-April-25-2018.pdf,Detention of Juveniles in Illinois
https://www.ncjrs.gov/pdffiles1/bjs/grants/251516.pdf,"Survey of State Criminal History Information Systems, 2016:"
https://static1.squarespace.com/static/58e127cb1b10e31ed45b20f4/t/5ade0281f950b7ab293c86a6/1524499083424/The+Prison+Industrial+Complex+-+Mapping+Private+Sector+Players+%28April+2018%29.pdf,The Prison Industrial Complex
https://www.prisonpolicy.org/scans/tcjc/Womens_Report_Part_2.pdf,An Unsupported Population
https://www.sentencingproject.org/publications/6138/,Report to the United Nations on Racial Disparities in the U.S. Criminal Justice System
https://www.prisonpolicy.org/scans/nelp/65_million_need_not_apply.pdf,65 Million
https://storage.googleapis.com/vera-web-assets/inline-downloads/iob-poll-results-summary.pdf,The Evolving Landscape of Crime and Incarceration
https://www.ussc.gov/research/data-reports/geography/2017-federal-sentencing-statistics,2017 Federal Sentencing Statistics
http://www.bread.org/sites/default/files/downloads/briefing-paper-mass-incarceration-february-2018.pdf,Mass Incarceration:
https://www.tandfonline.com/doi/pdf/10.1080/15377938.2016.1261057?needAccess=true,Urban crime rates and the changing face of immigration:
http://www.jflmjournal.org/article/S1752-928X(17)30159-2/pdf,Injuries associated with bunk beds that occur in jail
https://www.ncjrs.gov/pdffiles1/nij/251554.pdf?ed2f26df2d9c416fbddddd2330a778c6=hepeewjada-hebykysae,An Overview of Offender Reentry
https://50statespublicsafety.us,50-State Report on Public Safety
https://www.hks.harvard.edu/sites/default/files/centers/wiener/programs/pcj/files/integrated_healthcare_criminaljustice_data.pdf,Integrated Health Care and Criminal Justice Data
https://www.prisonpolicy.org/reports/pie2018.html,Mass Incarceration:
https://static.prisonpolicy.org/reports/winnable2018.pdf,Winnable criminal justice reforms:
https://www.prisonpolicy.org/reports/stopandfrisk.html,"What ""Stop-and-Frisk"" Really Means:"
https://www.prisonpolicy.org/reports/youth2018.html,Youth Confinement:
https://humanimpact.org/wp-content/uploads/2018/02/HIP_LAcaretakers_2018.pdf,Keeping Kids and Parents Together:
https://poseidon01.ssrn.com/delivery.php?ID=653004094099107073074028000004073095049017031083090035064100085096008121125089030121022102098031119063013103101085011000103070000020066087035098003103020071,The Scale of Misdemeanor Justice
http://correctionstocollegeca.org/assets/general/dont-stop-now-report.pdf,Don't Stop Now:
https://cjdebtreform.org/sites/criminaldebt/themes/debtor/blob/Confronting-Crim-Justice-Debt-Guide-to-Policy-Reform.pdf,Confronting Criminal Justice Debt:
https://university.pretrial.org/HigherLogic/System/DownloadDocumentFile.ashx?DocumentFileKey=1a9e6280-dcf9-cf0e-3fe6-554af1258d29&forceDialog=0,Cuyahoga County Bail Task Force:
https://university.pretrial.org/HigherLogic/System/DownloadDocumentFile.ashx?DocumentFileKey=dc05c628-0eaa-244d-8150-dcd88fc37a20&forceDialog=0,Presumed Innocent for a Price:
https://university.pretrial.org/HigherLogic/System/DownloadDocumentFile.ashx?DocumentFileKey=6286908b-8228-0970-9c72-e9ee52f91c9b&forceDialog=0,Advancing Bail Reform in Maryland:
http://cfyj.org/images/20180314_CFYJ_Youth_Transfer_Brief.pdf,Youth Transfer:
https://www.acslaw.org/issue_brief/briefs-landing/the-detention-and-forced-medical-treatment-of-pregnant-women-a-human-rights-perspective/,The Detention and Forced Medical Treatment of Pregnant Women:
https://www.prisonpolicy.org/scans/Roth%202017%20Prisons%20Reproductive%20Injustice.pdf,"""She Doesn't Deserve to be Treated Like This"":"
https://www.hks.harvard.edu/sites/default/files/centers/wiener/programs/pcj/files/recidivism_reconsidered.pdf,Recidivism Reconsidered:
https://poseidon01.ssrn.com/delivery.php?ID=907117081025014127102022002068126072026032046009065078108123108067127127070087013025032052096126039015001118024023088007101118042057064008052100087087008117,The Juvenile Record Myth
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3129469,Plea Bargaining:
https://www.sentencingproject.org/wp-content/uploads/2018/03/Can-we-wait-75-years-to-cut-the-prison-population-in-half.pdf?eType=EmailBlastContent&eId=ca1c01c1-4a87-47eb-afa8-e1964a5b832e,Can We Wait 75 Years to Cut the Prison Population in Half?
http://www.pewtrusts.org/en/research-and-analysis/issue-briefs/2018/03/louisianas-2017-criminal-justice-reforms,Louisiana’s 2017 Criminal Justice Reforms:
http://www.law.northwestern.edu/legalclinic/cfjc/documents/communitysafetyfeb.pdf,Parents as Partners:
https://www.vera.org/state-of-justice-reform/2017,The State of Justice Reform 2017
http://sfdistrictattorney.org/sites/default/files/MacDonald_Raphael_December42017_FINALREPORT%20%28002%29.pdf?eType=EmailBlastContent&eId=0b80a2c4-8465-4af0-9860-63350bb9cb70,An Analysis of Racial and Ethnic Disparities in Case Dispositions and Sentencing Outcomes
https://storage.googleapis.com/vera-web-assets/downloads/Publications/divided-justice-black-white-jail-incarceration/legacy_downloads/Divided-Justice-full-report.pdf,Divided Justice:
https://www.aclu.org/sites/default/files/field_document/022118-debtreport.pdf,A Pound of Flesh
https://www.hrw.org/sites/default/files/report_pdf/usprobation0218_web.pdf,“Set up to Fail”:
https://humanimpact.org/wp-content/uploads/2018/02/HIP_PrimaryCare-TN-Report.pdf,Keeping Kids and Parents Together
http://www.njisj.org/1844nomorereport2017,1844 No More
http://www.ppic.org/wp-content/uploads/r_1217mbr.pdf,Realignment and Recidivism in California
https://www.splcenter.org/20180116/civil-asset-forfeiture-forfeiting-your-rights,Civil Asset Forfeiture:
https://privacysos.org/social-media-monitoring-boston-free-speech-crosshairs/,Social Media Monitoring in Boston:
https://www.urban.org/sites/default/files/publication/96341/investing_justice_resources_to_address_community_needs.pdf,Investing Justice Resources to Address Community Needs
https://www.prisonpolicy.org/scans/cappsmi/CAPPS_Paroling_people_who_committed_serious_crimes_11_23_14.pdf,Paroling people who committed serious crimes:
https://justicelab.columbia.edu/sites/default/files/content/Too_Big_to_Succeed_Report_FINAL.pdf,Too big to succeed:
https://justicelab.columbia.edu/sites/default/files/content/Less_is_More_in_New_York_Report_FINAL.pdf,Less is More in New York:
https://www.princeton.edu/~wdobbie/files/bail.pdf,"The Effects of Pre-Trial Detention on Conviction, Future Crime, and Employment:"
http://www.law.columbia.edu/sites/default/files/microsites/public-integrity/raising_the_bar.pdf,Raising the Bar:
https://www.jhsph.edu/research/centers-and-institutes/johns-hopkins-center-for-gun-policy-and-research/publications/JHSPH-Gun-Violence-in-Baltimore.pdf,Estimating the Effects of Law Enforcement and Public Health Interventions Intended to Reduce Gun Violence in Baltimore
https://www.nri-inc.org/media/1318/tac-paper-9-forensic-patients-in-state-hospitals-final-09-05-2017.pdf,Forensic Patients in State Psychiatric Hospitals:
https://www.rand.org/content/dam/rand/pubs/research_reports/RR2100/RR2142/RAND_RR2142.pdf,Breaking Down Barriers
https://www.prisonpolicy.org/scans/prison_justice_league/cruel_usual_punishment.pdf,Cruel & Usual Punishment:
http://taasa.org/wp-content/uploads/2016/11/BK_A-Texas-Sized-Failure-SA-in-TX-Prisons-Final.pdf,A Texas Sized Failure:
https://www.prisonpolicy.org/scans/prison_justice_league/a_rigged_system.pdf,A
https://poseidon01.ssrn.com/delivery.php?ID=167106127002031077064097027105002089022020095078034062005089094014029066004001025117052006044120112038124025104121020065023100041091082060074094012072019100,Designed to Fail:
http://www.beacontn.org/wp-content/uploads/2018/01/Advancing-Sensible-Justice-Reform.pdf,Advancing Sensible Justice in Tennessee
https://newsroom.courts.ca.gov/internal_redirect/cms.ipressroom.com.s3.amazonaws.com/262/files/20179/PDRReport-FINAL%2010-23-17.pdf,Pretrial Detention Reform:
http://projects.heraldtribune.com/one-war-two-races/intro/,One War. Two Races.
http://www.ncpolicywatch.com/wp-content/uploads/2018/01/Court-Fines-and-Fees-Criminalizing-Poverty-in-NC.pdf,Court Fines and Fees:
https://www.prisonpolicy.org/reports/women_overtime.html,The Gender Divide:
https://www.brennancenter.org/sites/default/files/analysis/Crime_in_2017_Updated_Analysis.pdf,Crime in 2017:
https://poseidon01.ssrn.com/delivery.php?ID=633098025092007026102106005090096113028078052014017010096085117031085090005071007121006013001017037121004120123094104023113089030002028047082019105098076026,Access to Health Care and Criminal Behavior:
https://www.econstor.eu/bitstream/10419/147894/1/dp10208.pdf,Substance Abuse Treatment Centers and Local Crime
http://www.governing.com/gov-data/safety-justice/police-officers-per-capita-rates-employment-for-city-departments.html,"Police Employment, Officers Per Capita Rates for U.S. Cities"
https://policeviolencereport.org,2017 Police Violence Report
https://deathpenaltyinfo.org/documents/2017YrEnd.pdf,The Death Penalty in 2017:
https://www.vera.org/state-of-incarceration,Empire State of Incarceration
https://justicesystempartners.org/wp-content/uploads/2015/04/2017-Yakima-Pretrial-Pre-Post-Implementation-Study-FINAL-111517.pdf,"Yakima County, Washington Pretrial Justice System Improvements:"
http://ccresourcecenter.org/wp-content/uploads/2017/12/Second-Chance-Reforms-in-2017-CCRC-Dec-2017.pdf,Second Chance Reforms in 2017:
http://www.sentencingproject.org/wp-content/uploads/2017/12/Opioids-Treating-an-Illness-Ending-a-War.pdf?eType=EmailBlastContent&eId=059ccf35-73cd-412d-a1a1-6c0006c4a5b2&eType=EmailBlastContent&eId=4e,OPIOIDS:
https://www.hrw.org/report/2017/04/11/not-it-justice/how-californias-pretrial-detention-and-bail-system-unfairly,“Not in it for Justice”:
https://www.documentcloud.org/documents/4321985-Report-Inhumane-Conditions-for-Youth-at-NORCOR.html,"""Don't Look Around"":"
https://www.buckeyeinstitute.org/library/docLib/Money-Bail-Making-Ohio-a-More-Dangerous-Place-to-Live-By-Daniel-J-Dew.pdf,“Money Bail”:
http://milliondollarhoods.org/wp-content/uploads/2017/10/Policing-the-House-2.0.FINAL_.pdf,Policing the Houseless 2.0
http://milliondollarhoods.org/wp-content/uploads/2017/10/MDH_Bail-Report_Dec-4-2017.pdf,The Price for Freedom:
https://www.bjs.gov/content/pub/pdf/jic16.pdf?utm_source=newsfrombjs&utm_medium=email&utm_content=jic16_report_pdf&utm_campaign=jic16&ed2f26df2d9c416fbddddd2330a778c6=gpeqpjlqqj-glpjejdj,"Jails in Indian Country, 2016"
http://www.law.nyu.edu/sites/default/files/upload_documents/CACL%20Report.pdf,Disrupting the Cycle:
http://www.pewtrusts.org/~/media/assets/2017/10/sfh_prison_health_care_costs_and_quality_final.pdf,Prison Health Care:
https://www.prisonpolicy.org/scans/naacp/Born_Suspect_Report_final_web.pdf,Born Suspect:
https://www.ncjrs.gov/pdffiles1/nij/grants/195161.pdf,Influences of Truth-in-Sentencing Reforms on Changes in States’ Sentencing Practices and Prison Populations
https://accountablejustice.github.io/report/,Florida Criminal Justice Reform:
http://repository.law.umich.edu/cgi/viewcontent.cgi?article=2413&context=articles,Racial Disparity in Federal Criminal Sentences
https://www.ussc.gov/sites/default/files/pdf/research-and-publications/research-publications/2017/20171114_Demographics.pdf,Demographic Differences in Sentencing:
http://www.drugpolicy.org/sites/default/files/dpa_drug_induced_homicide_report_0.pdf,An Overdose Death Is Not Murder:
http://academyforjustice.org,Reforming Criminal Justice:
https://www.prisonpolicy.org/reports/pie2017.html,Mass Incarceration:
https://www.prisonpolicy.org/scans/pji/the_state_of_pretrial_in_america_pji_2017.pdf,The State of Pretrial Justice in America
https://www.prisonpolicy.org/reports/pie2017women.html,Women's Mass Incarceration:
http://www.ncjfcj.org/sites/default/files/NCJFCJ_SJP_Courts_SchoolDiscipline_Final.pdf,The Intersection of Juvenile Courts and Exclusionary School Discipline
https://chicagobond.org/docs/pretrialreport.pdf,Punishment Is Not a “Service”:
http://www.youthfirstinitiative.org/thefacts/?utm_source=In+Justice+Today+Newsletter&utm_campaign=a9c2f10934-IJT_Daily_Newsletter_9_059_5_2017&utm_medium=email&utm_term=0_0331e33901-a9c2f10934-5330373,"50,000 children:"
http://www.icjia.state.il.us/assets/articles/Continuum_Handout_043017.pdf,Reducing Substance Use Disorders and Related Offending
https://www.urban.org/sites/default/files/publication/88366/ban_the_box_and_racial_discrimination_0.pdf,Ban the Box and Racial Discrimination
http://www.juvjustice.org/sites/default/files/ckfinder/files/FINAL%20Principles%20.pdf,Addressing the Intersections of Juvenile Justice Involvement and Youth Homelessness
https://www.urban.org/research/publication/final-implementation-findings-responsible-fatherhood-reentry-projects,Final Implementation Findings from the Responsible Fatherhood Reentry Projects
https://www.ncjrs.gov/pdffiles1/nij/250476.pdf,The Use and Impact of Correctional Programming for Inmates on Pre- and Post-Release Outcomes
https://www.americanprogress.org/issues/economy/reports/2017/04/27/431384/case-paid-apprenticeships-behind-bars/,The Case for Paid Apprenticeships Behind Bars
http://www.ncsc.org/~/media/Microsites/Files/Trends%202017/Trends-2017-Final-small.ashx,Trends in State Courts
https://csgjusticecenter.org/wp-content/uploads/2017/07/6.27.17_Mentoring-as-a-Component-of-Reentry.pdf,Mentoring as a Component of Reentry
https://csgjusticecenter.org/wp-content/uploads/2017/06/6.12.17_Reducing-Recidivism_States-Deliver-Results.pdf,Reducing Recidivism
https://csgjusticecenter.org/wp-content/uploads/2017/06/6.12.17_A-Snapshot-of-National-Progress-in-Reentry.pdf,Making People’s Transition from Prison and Jail to the Community Safe and Successful
https://www.prisonpolicy.org/scans/Forgiving_report_CCRC.pdf,Forgiving and Forgetting in American Justice
https://issuu.com/thefortunesociety/docs/cj_report_/14,Criminal Justice Debt
http://nlihc.org/sites/default/files/One-Strike-to-Second-Chances.pdf,One Strike to Second Chances
https://www.americanprogress.org/issues/economy/reports/2017/07/27/436756/ban-box-beyond/,Ban the Box and Beyond
https://csgjusticecenter.org/wp-content/uploads/2017/09/9.25.17_JJ_Nevadas-Statewide-Approach.pdf,Nevada’s Statewide Approach to Reducing Recidivism and Improving Outcomes for Youth in the Juvenile Justice System
http://jlc.org/sites/default/files/publication_pdfs/Juvenile%20Law%20Center%20Career%20Pathways%20Report_final.pdf,Improving Access to Career Pathways for Philadelphia’s Child Welfare and Juvenile Justice System Involved Youth
http://johnjaypri.org/wp-content/uploads/2016/04/CBP_Report_FINAL.pdf,"Building Communities, Changing Lives"
http://www.usccr.gov/pubs/Statutory_Enforcement_Report2017.pdf,Targeted Fines and Fees Against Communities of Color
https://massinc.org/wp-content/uploads/2017/09/geography.crime_.report.8.pdf,The Geography of Incarceration in a Gateway City:
http://www.sentencingproject.org/wp-content/uploads/2017/10/Native-Disparities-in-Youth-Incarceration.pdf,Native Disparities in Youth Incarceration
http://www.sentencingproject.org/wp-content/uploads/2017/10/Latino-Disparities-in-Youth-Incarceration.pdf,Latino Disparities in Youth Incarceration
https://www.prisonpolicy.org/scans/philadelphiacontroller/cashbail.pdf,Economic Impacts of Cash Bail on the City of Philadelphia
http://johnjaypri.org/wp-content/uploads/2017/10/Place_to_Call_Home_FINAL-DIGITAL.pdf,A Place to Call Home:
http://www.nccdglobal.org/sites/default/files/publication_pdf/focus-native-american-youth.pdf,Native American Youth and the Juvenile Justice System
http://cfyj.org/images/A-StateTrends_Report-Web.pdf,Raising the Bar:
http://bcrw.barnard.edu/wp-content/nfs/reports/NFS9-Challenging-Criminalization-Funding-Perspectives.pdf,The Crisis of Criminalization:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/opening-doors-public-housing-reentry-guide/legacy_downloads/Opening-Doors-Full-Report.pdf,Opening Doors:
https://static1.squarespace.com/static/58ba8c479f7456dff8fb4e29/t/59739d333e00be4843e0263b/1500749110120/irvine.canfield.2017.pdf,Reflections on New National Data on LGBQ/GNCT Youth in the Justice System
https://humanimpact.org/wp-content/uploads/OHA-HIA-Final-Report.pdf,The Long Road Home:
https://www.prisonpolicy.org/scans/vera/nycha-lifting-permanent-exclusions-for-criminal-conduct-v3.pdf,Report to the New York City Housing Authority:
https://www.prisonpolicy.org/scans/vera/remote_access_using_video_technology_to_treat_substance_users_south_dakota_web_v2.pdf,Remote Access:
https://www.prisonpolicy.org/scans/vera/bridging_the_divide_parole_outcomes_native_americans_south_dakota_v2.pdf,Bridging the Divide:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/public-housing-for-people-with-criminal-histories-fact-sheet/legacy_downloads/public-housing-criminal-histories-fact-sheet.pdf,Public Housing for People with Criminal Histories
https://www.vera.org/publication_downloads/culture-of-safety-sentinel-event-suicide-self-harm-correctional-facilities/culture-of-safety.pdf,Creating a Culture of Safety:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/partnering-with-community-sexual-assault-response-teams-a-guide-for-local-community-confinement-and-juvenile-detention-facilities/,Partnering with Community Sexual Assault Response Teams:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/how-safe-are-americans-with-disabilities/legacy_downloads/How-safe-are-americans-with-disabilities-web.pdf,How Safe are Americans with Disabilities?:
https://www.bjs.gov/content/pub/pdf/tcdca17.pdf,"Tribal Cime Data Collection Activities, 2017"
https://www.bjs.gov/content/pub/pdf/pdca17.pdf,"PREA Data Collection Activities, 2017"
https://humanimpact.org/wp-content/uploads/2017/09/wi_tip_hia_full_11_2012.pdf,Treatment Instead of Prison HIA (Case Story)
https://www.prisonpolicy.org/scans/vera/Racial-Disparity-Marijuana-Policing-Report-Web-July-2016.pdf,Racial Disparity in Marijuana Policing in New Orleans
https://www.prisonpolicy.org/scans/vera/samhsa-justice-health-information-technology.pdf,Bridging the Gap:
https://www.prisonpolicy.org/scans/vera/past-due-costs-consequences-charging-for-justice-new-orleans.pdf,Past Due:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/cost-benefit-analysis-and-justice-policy-toolkit/legacy_downloads/cba-justice-policy-toolkit.pdf,Cost-Benefit Analysis and Justice Policy Toolkit
https://www.prisonpolicy.org/scans/hip/tap_report_final.pdf,Turning on the TAP:
https://humanimpact.org/wp-content/uploads/2017/09/Merced-RJ-HIA_final-with-appendices-1.pdf,School Discipline and Restorative Justice (Case Story)
https://www.prisonpolicy.org/scans/vera/postsecondary-education-in-prisonfactsheet-for-corrections-leaders.pdf,Expanding Access to Postsecondary Education in Prison:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/future-now-a-process-and-intermediate-outcomes-evaluation-of-the-nyc-ged-preparatory-program/legacy_downloads/nyc-ged-eval.pdf,Future Now:
https://www.prisonpolicy.org/scans/hip/keeping_ma_kids_and_parents_together_2017.pdf,Keeping Kids and Parents Together:
https://www.vera.org/publications/coming-home-nycha-family-reentry-pilot-program-evaluation,Coming Home:
https://www.vera.org/publications/it-takes-a-village,It Take a Village:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/expanding-the-reach-of-victim-services/legacy_downloads/expanding-the-reach-of-victim-services-voca-updated.pdf,Expanding the Reach of Victim Services:
https://humanimpact.org/wp-content/uploads/2017/09/Family-Unity-Family-Health-2013.pdf,"Family Unity, Family Health:"
https://www.prisonpolicy.org/scans/njaid/23_hours_in_the_box.pdf,23 Hours in the Box:
https://www.aclumontana.org/sites/default/files/field_documents/2015-aclu-jail-report.pdf,Locked in the Past:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/jail-in-new-york-city/legacy_downloads/NYC_Path_Analysis_Final-Report.pdf,Jail in New York City:
https://www.vera.org/publications/oklahoma-city-chamber-criminal-justice-task-force-report,Greater Oklahoma City Chamber Criminal Justice Reform Task Force:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/human-toll-of-jail-fact-sheet/legacy_downloads/human-toll-of-jail-factsheet.pdf,The Human Toll of Jail Fact Sheet
http://droregon.org/wp-content/uploads/Behind-the-Eleventh-Door-Electronic-Version.pdf,Behind the Eleventh Door:
http://www.disabilityrightsnebraska.org/file_download/2a01f60d-448a-4e69-a7ac-ef439085ec49,Selected Issues in Mental Health and Corrections:
http://www.treatmentadvocacycenter.org/storage/documents/smi-super-utilizers.pdf,A Crisis in Search of Data:
http://www.treatmentadvocacycenter.org/storage/documents/emptying-new-asylums.pdf,Emptying the 'New Asylums':
http://www.treatmentadvocacycenter.org/storage/documents/overlooked-in-the-undercounted.pdf,Overlooked in the Undercounted:
https://www.vera.org/publications/police-perspectives-guidebook-series-building-trust-in-a-diverse-nation,Police Perspectives Guidebook Series
https://storage.googleapis.com/vera-web-assets/downloads/Publications/new-york-citys-pretrial-supervised-release-program/legacy_downloads/Supervised-Release-Brief-2017.pdf,New York City's Pretrial Supervised Release Program:
https://www.prisonpolicy.org/scans/vera/common-ground-oregon-criminal-justice-reform-web-updated.pdf,Common Ground:
https://www.hrw.org/sites/default/files/reports/usterrorism0714_ForUpload_0_0_0.pdf,Illusion of Justice:
https://humanimpact.org/wp-content/uploads/2018/01/Report_ExcessiveRevocationsWI_2016.12rev-1.pdf,Excessive Revocations in Wisconsin:
http://www.justicepolicy.org/uploads/justicepolicy/documents/paroleperspectivesinmaryland.pdf,Parole Perspectives in Maryland:
https://humanimpact.org/wp-content/uploads/2017/09/47-HIA-Full-Report-9.23.14.pdf,The Health Impacts of Prop 47:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/a-prosecutors-guide-for-advancing-racial-equity/legacy_downloads/prosecutors-advancing-racial-equity_0.pdf,A Prosecutor's Guide for Advancing Racial Equity
https://www.prisonpolicy.org/scans/hip/mich_youth_arrests_2017.pdf,Reducing Youth Arrests Keeps Kids Healthy and Successful:
https://www.prisonpolicy.org/scans/hip/juvenile_injustice_report_2017.pdf,Juvenile InJustice:
http://www.justicepolicy.org/uploads/justicepolicy/documents/jpi_juvenile_justice_reform_in_ct.pdf,Juvenille Justice Reform in Connecticut:
https://www.prisonpolicy.org/scans/cdf/rising-up-speaking-out.pdf,"Rising Up, Speaking Out:"
https://www.bjs.gov/content/pub/pdf/dudaspji0709.pdf,"Drug Use, Dependence, And Abuse Among State Prisoners And Jail Inmates, 2007-2009"
https://www.ncjrs.gov/pdffiles1/nij/250349.pdf,Hidden Consequences:
http://www.sentencingproject.org/publications/trends-in-u-s-corrections/,Trends in U.S. Corrections
http://www.justicepolicy.org/research/11453,The Cost of Crimmigration:
http://www.urban.org/research/publication/criminal-background-checks-and-access-jobs/view/full_report,Criminal Background Checks and Access to Jobs:
http://www.bjs.gov/index.cfm?ty=pbdetail&iid=5926,Indicators of School Crime and Safety
http://www.justicepolicy.org/uploads/justicepolicy/documents/jpi_young_adults_final.pdf,Improving Approaches to Serving Young Adults in the Justice System
http://blog.givewell.org/wp-content/uploads/2017/09/The-impacts-of-incarceration-on-crime-10.pdf,The impacts of incarceration on crime
http://www.treatmentadvocacycenter.org/storage/documents/treat-or-repeat.pdf,"A State Survey of Serious Mental Illness, Major Crimes and Community Treatment"
https://storage.googleapis.com/vera-web-assets/downloads/Publications/against-the-odds-bail-reform-new-york-city-criminal-courts/legacy_downloads/Against_the_Odds_Bail_report_FINAL3.pdf,Against the Odds:
https://csd.wustl.edu/OurWork/SocialJustice/Decarceration/Documents/Guideposts_akg.pdf,Guideposts for the Era of Smart Decarceration
https://www.bjs.gov/content/pub/pdf/aianlj9914.pdf?utm_source=newsfrombjs&utm_medium=email&utm_content=aianlj9914_report_pdf&utm_campaign=aianlj9914&ed2f26df2d9c416fbddddd2330a778c6=tuljvkukve-tkuzvzj,"American Indian and Alaska Natives in Local Jails, 1999-2014"
https://www.ussc.gov/sites/default/files/pdf/research-and-publications/research-publications/2017/20170901_clemency.pdf,An Analysis of the Implementation of the 2014 Clemency Initiative
http://fairpunishment.org/prisoners-on-ohios-execution-list/,"Prisoners in Ohio's Execution List Defined By Intellectual Impairment, Mental Illness, Trauma, and Young Age"
http://www.michbar.org/file/barjournal/article/documents/pdf4article3203.pdf,The Effects of Mass Incarceration on Conditions of Confinement in Michigan's Prisons
http://www.ppic.org/wp-content/uploads/r_0817vnr.pdf,California Probation in the Era of Reform
https://www.hks.harvard.edu/sites/default/files/centers/wiener/programs/pcj/files/less_is_more_final.pdf,Less Is More:
http://williamsinstitute.law.ucla.edu/wp-content/uploads/Meyer_Final_Proofs.LGB_.In_.pdf,Incarceration Rates and Traits of Sexual Minorities in the United States:
http://www.npri.org/docLib/20170726_CompleteForfeitureReport.pdf,Who Does Civil Asset Forfeiture Target Most?:
http://www.naacpldf.org/files/about-us/NAACP%20LDF%20report%20on%20North%20Charleston%20Police%20Dept%20FINAL%20July%202017.pdf,It Matters If You're Black or White:
https://www.ncjrs.gov/pdffiles1/nij/248900.pdf,Community-Based Responses to Justice-Involved Young Adults
http://drme.org/assets/uncategorized/Law-Enforcement-08.08.17.pdf,Assessing the use of Law Enforcement by Youth Residential Service Providers
https://www.vera.org/when-misbehaving-is-a-crime#introduction,Just Kids:
http://www.sentencingproject.org/publications/juvenile-life-without-parole/,Juvenile Life Without Parole:
http://columbialawreview.org/wp-content/uploads/2017/02/March-2017-CW-Online.pdf,Testing The Impact of Criminal Jury Instructions on Verdicts:
http://idhdp.com/media/400743/the-impact-of-opioid-substitution-therapy-on-mortality-post-release-from-prison-retrospective-data-linkage-study.pdf,Impact of opioid substitution therapy on mortality postrelease from prison:
https://csgjusticecenter.org/wp-content/uploads/2017/07/6.27.17_Mentoring-as-a-Component-of-Reentry.pdf?ed2f26df2d9c416fbddddd2330a778c6=kvbkvslljr-kvijbjxlv,Mentoring as a Component of Reentry
http://www.urban.org/sites/default/files/publication/91731/ga_policy_assessment.pdf?ed2f26df2d9c416fbddddd2330a778c6=ovoxvmttnv-ovpnonatv,Assessing the Impact of Georgia’s Sentencing Reforms
https://www.ncjrs.gov/pdffiles1/nij/250610.pdf?ed2f26df2d9c416fbddddd2330a778c6=rlgnlaeewa-rlzwgwrel,Summary of School Safety Statistics
https://populardemocracy.org/sites/default/files/Freedom%20To%20Thrive%2C%20Higher%20Res%20Version.pdf,Freedom To Thrive:
https://www.ussc.gov/sites/default/files/pdf/research-and-publications/research-publications/2017/20170711_Mand-Min.pdf,An Overview of Mandatory Minimum Penalties in the Federal Criminal Justice
https://storage.googleapis.com/vera-web-assets/downloads/Publications/for-the-record-prison-paradox-incarceration-not-safer/legacy_downloads/for-the-record-prison-paradox_02.pdf,The Prison Paradox:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/for-the-record-measuring-public-safety-statistics-violent-crime/legacy_downloads/for-the-record-measuring-public-safety_02.pdf,Measuring Public Safety:
https://www.domesticworkers.org/sites/default/files/SOBW_report2017_compressed.pdf,The Status of Black Women in the United States
https://www.aclu-nj.org/files/6614/9744/1887/2017_06_14_mj_rpt.pdf,Unequal & Unfair:
http://www.protectourdefenders.com/wp-content/uploads/2017/05/Report_20.pdf,Racial Disparities in Military Justice
https://grassrootsleadership.org/sites/default/files/reports/racist-jailing-report.pdf,Travis County Jail in 2015:
https://www.aclusocal.org/sites/default/files/ocjails2017-aclu-socal-report.pdf,Orange County Jails
https://oig.justice.gov/reports/2017/e1705.pdf,Review of the Federal Bureau of Prisons’ Use of Restrictive Housing
https://www.bjs.gov/content/pub/pdf/capd0915st.pdf?utm_source=juststats&utm_medium=email&utm_content=capd0915st_report_pdf&utm_campaign=capd0915st&ed2f26df2d9c416fbddddd2330a778c6=zvtpnwtaft-zvamtmfwv,"Crime Against Persons with Disabilities, 2009-2015 - Statistical Tables"
http://apps.urban.org/features/long-prison-terms/intro.html,A Matter of Time:
https://www.aclu.org/sites/default/files/field_document/121416-aclu-parolereportonlinesingle.pdf,False Hope:
http://www.law.georgetown.edu/academics/centers-institutes/poverty-inequality/upload/girlhood-interrupted.pdf,Girlhood Interrupted:
